Rank,Team,Player,Fantasy Position,ADP,Bye,Age,1yr. Proj,3yr. Proj,5yr. Proj,10yr. Proj,DS Analysis,3D Value +
340,NYG,Theo Johnson,TE,15.05,14,25.1,83,429,681,"1,183","Johnson was a surprise in 2025, scoring 5 TDs in his first 9 games of the season. He eventually cooled off, hurt by missed time from Jaxson Dart. But the real issue here is the arrival of TE Isaiah Likely, who joins new HC John Harbaugh from Baltimore. While Johnson remains intriguing from an athleticism perspective, his short-term target outlook takes a hit.",3
341,TEN,Chimere Dike,WR,16.04,10,24.3,116,416,689,"1,274","Dike was a stud returner for the Titans as a rookie in 2025, but he also contributed as a WR. He went 48-423-4 and become the pseudo No. 1 WR on the team. That certainly won't be Dike's role going forward, but he proved he can be a weapon that gets some playing time.",3
342,SEA,Tory Horton,WR,19.05,8,23.3,107,411,696,"1,313","Horton flashed early as a rookie in 2025, but a shin injury ended his season late (despite the Seahawks making the playoffs). Horton ended the season going 13-161-5. He's an unlikely factor in 2025 after Seattle re-signed Rashid Shaheed. Cooper Kupp remains under contract, too.",3
343,MIA,Ollie Gordon II,RB,20.03,12,22.3,45,281,438,736,"A tale of two years. Gordon had over 2,000 total yards as a sophomore, flashing great change of direction and vision. He was dangerous in space and used as a receiver in the flat. In his junior season, Gordon couldn’t seem to find any running room and tried to go for the big play too often. His Combine was mediocre, running a 4.61 40-yard dash with pedestrian numbers across the board. Gordon was unspectacular on 70 rookie-year carries behind De'Von Achane. Now, he'll break in a new coaching staff.",3
344,UNS,Joe Mixon,RB,23.09,18,29.7,98,301,429,505,"Mixon quietly assembled the PPR RB6 season in 2023. After a hot start in 2024, his play declined down the stretch. Then in 2025, he missed the entire season with a mysterious foot injury. He'll play elsewhere in 2026.",3
345,LAC,Keaton Mitchell,RB,19.02,12,24.3,97,283,427,562,"Mitchell showed dynamic traits before a December 2023 ACL tear. He missed most of the 2024 season but returned to see part-time work behind Derrick Henry in '25. The results still weren't great: 341 yards and 1 TD on 59 attempts, plus 9 catches for 63 yards. He projects as a part-timer after signing with the Chargers.",3
346,ATL,Jahan Dotson,WR,24.09,5,26,108,430,684,"1,227",Dotson went 18-262-1 on the Eagles in 2025 and still isn't making a fantasy impact. We are unlikely to see him emerge in 2026.,3
347,MIN,Jalen Redmond,DL,N/A,6,27.1,undefined,261,404,614,,3
348,CAR,Jaelan Phillips,DL,N/A,14,26.8,undefined,283,440,629,,3
349,PHI,Quinyon Mitchell,DB,N/A,9,24.8,undefined,327,507,865,,3
350,PHI,Jordan Davis,DL,N/A,9,26.3,undefined,262,413,660,,3
351,PHI,Andrew Mukuba,DB,N/A,9,23.3,undefined,317,524,979,,3
352,ARI,Josh Sweat,DL,N/A,8,29,undefined,281,379,529,,3
353,KC,Drue Tranquill,LB,N/A,10,30.7,undefined,283,414,591,,3
354,CHI,Montez Sweat,DL,N/A,5,29.6,undefined,273,355,513,,3
355,ARI,James Conner,RB,18.08,8,30.9,131,258,383,589,"Despite the addition of rookie Trey Benson, Conner remained the clear starter in 2024. Arizona even signed the veteran to an extension in November of '24, although we'd see his momentum hit a wall in 2025. A September ankle injury cost him the rest of the season and required surgery. We'd bet against a major rebound in 2026 -- especially with the Cardinals bringing in a new staff and free agent Tyler Allgeier.",2
356,JAC,Chris Rodriguez,RB,18.05,8,25.5,103,257,394,663,"Rodriguez gained a short-term value boost after the August trade of Brian Robinson -- and the September Achilles injury to Austin Ekeler. Across 12 games, he notched 500 yards and 6 TDs on 112 attempts. In March, the Jags signed him to a two-year deal with $6.2 million in guarantees. The contract suggests he'll have a chance to carve out a part-time role alongside Bhayshul Tuten.",2
357,PHI,Marquise Brown,WR,23.05,9,28.8,119,435,684,"1,135",Brown went 49-587-5 in 2025 and will be a free agent in 2026. He showed that he can still be a contributor and should find his way onto a roster in 2026.,2
358,PHI,Dontayvion Wicks,WR,23.04,9,24.8,133,395,674,"1,226","Wicks continued flashing talent in 2025, but he still remains stuck ina. crowded situation for the Packers. Wicks 6-94-2 game in November against the Lions shows his upside, but he may need to leave Green Bay, but he won't be a free agent until after 2026.",2
359,RK,Adam Randall,RB,368.11,18,21.8,70,254,408,728,"Randall came to Clemson as a WR, but transitioned to RB before 2025. The 6'2, 235 back was a track star in high school, so his size and speed offers a unique runner who succeeded on a weak Clemson offense. He is next in the line of WR to RB players like Tyrone Tracy and Brashard Smith, but Randall may offer even more athletic upside for his size.",2
360,BUF,Keon Coleman,WR,19.06,7,22.9,101,397,672,"1,336","Coleman had plenty of hype heading into 2025, but he failed to pay that off. An 8-112-1 stat line in Week 1 shows Coleman's potential, but he was a healthy scratch for multiple games later in the season. Coleman could get another opportunity in 2026 and should be held on dynasty rosters.",2
361,NE,Kyle Williams,WR,18.07,14,23.4,91,411,684,"1,271","Williams did very little in his rookie season, but there were flashes of being a great deep target. Williams went 10-209-3 in 2025 and should earn a larger role in 2026. But, the Patriots will likely address the position further with young WRs to compete with Williams.",2
362,UNS,Deebo Samuel,WR,17.02,18,30.3,169,446,665,936,"Samuel had a solid 2025 despite Jayden Daniels missing most of the season. He went 72-727-5 and added 17 rushes for 75 yards and a TD. He will be a free agent heading into 2026 and cross the age-30 mark. Samuel is heading toward the end of his career, but if he can pair with a great QB, Samuel could contribute as a fantasy starter in 2026.",2
363,ARI,Jacoby Brissett,QB,14.03,8,33.3,125,464,605,830,"Brissett isn't a long-term solution, but his play down the stretch in 2025 could get him a starting opportunity to open 2026. The veteran turned 33 in December.",2
364,LVR,Jack Bech,WR,20.02,8,23.3,80,417,693,"1,288","Bech disappointed as a rookie, especially considering the poor WR depth chart for the Raiders. He went 20-224-0 in 2025 and will be paired with a. new coaching staff in 2026. Perhaps Bech can still develop and earn the slot job next season with a rookie QB, so he is worth stashing.",2
365,RK,Brenen Thompson,WR,364.11,18,22.7,87,405,677,"1,315","Thompson played at Oklahoma and Texas early in his career, but barely saw the field. He made the jump to Mississippi State in 2025 and produced, going 57-1054-6 on the season. Thompson is a big play threat who could challenge to be the fastest WR at the NFL Combine this year. His blazing speed helps him overcome his 5'9, 170 pound frame.",2
366,ATL,Brian Robinson Jr.,RB,19.03,5,27,98,302,364,510,"Despite missing several games, Robinson set a career high with 8 rushing scores in 2024. His receiving usage predictably declined, though, while 2025 turned up a move to San Francisco. After playing a handcuff role to CMC, Robinson reached free agency in March.",2
367,KC,Brashard Smith,RB,21.09,10,23,88,245,389,697,"Similar to Tyrone Tracy, Brashard Smith spent most of his collegiate career as a WR. After transferring to SMU from Miami, Smith changed positions to RB and was the central part of their offensive success. Lining up both wide and in the backfield, he is an intriguing weapon with great short-area quickness and ability. We saw flashes of that in Year 1, although the Chiefs appeared hesitant to truly unleash him. Smith will remain no more than a part-timer moving forward, especially after the signing of Kenneth Walker.",2
368,NO,Devin Neal,RB,19.11,11,22.7,45,268,419,694,"Neal broke out as a true freshman on a terrible Kansas team, rushing for 707 yards and eight TDs. Since then, he tallied three straight 1,000-yard seasons, including 1,266 yards and 16 TDs in 2024. He also caught at least 20 passes in each of those three seasons. As a rookie, Neal looked just OK in late-season work with Alvin Kamara sidelined. New Orleans then added a clear-cut RB1 in Travis Etienne.",2
369,RK,Drew Allar,QB,369.08,18,22.1,59,403,687,973,"Allar was a potential top-100 pick in the 2025 NFL Draft but opted to go back to school. That led to only 8 TDs and 3 INTs in 6 games before Allar broke his ankle. He has some interesting traits, including a bit of rushing upside. But, Allar has never pulled together a full college season and may be overdrafted based on his physical tools.",2
370,HOU,Danielle Hunter,DL,N/A,6,31.4,undefined,250,350,574,,2
371,LAR,Trent McDuffie,DB,N/A,8,25.6,undefined,327,497,832,,2
372,ARI,Walter Nolen,DL,N/A,8,22.5,undefined,234,395,767,,2
373,DAL,Rashan Gary,DL,N/A,10,28.3,undefined,300,430,602,,2
374,NYG,Kayvon Thibodeaux,DL,N/A,14,25.3,undefined,239,402,658,,2
375,WAS,Odafe Oweh,DL,N/A,12,27.3,undefined,288,448,640,,2
376,SF,Osa Odighizuwa,DL,N/A,14,27.7,undefined,261,398,577,,2
377,PIT,Kaleb Johnson,RB,17.05,5,22.7,41,278,438,616,"Johnson's rookie year proved disastrous. After arriving in Round 3, the Iowa standout spread only 28 carries (for 69 yards) across 10 games. He simply wasn't able to earn a role alongside Jaylen Warren and Kenneth Gainwell. We then saw how little the team believes in Johnson, as Rico Dowdle arrived on a two-year deal. Note that Warren is signed through the 2027 season.",1
378,CLE,Cedric Tillman,WR,24.05,9,26,72,424,680,"1,237","Tillman dealt with multiple injuries in 2025, only playing in 13 games. His 21-270-2 stat line was a step back from 2024, but the Browns horrible passing offense may be to blame. A new offensive system and QB could benefit Tillman in 2026.",1
379,LVR,Tre Tucker,WR,20.08,8,25.1,134,399,640,"1,165","Tucker broke out in his third season going 57-696-5. Tucker's 2025 was an improvement in catches, yardage and TDs from 2024. His deep speed made him a downfield option working from the slot. He will have to fend off WRs like Jack Bech and possibly new additions in 2026, but Tucker is a young dynasty stash.",1
380,RK,Garrett Nussmeier,QB,19.01,18,24.2,95,421,712,705,"Nussmeier showcased a strong arm in 2024 at LSU, throwing for 4,052 yards with 29 TDs and 12 INTs. He dealt with an abdominal strain all season in 2025, causing him to miss the final four games. He is a pure pocket passer who can get the ball out quickly and likes taking risks, but he may be tough for NFL teams to trust before Day 3.",1
381,HOU,Nathaniel Dell,WR,18.06,6,26.4,89,360,699,"1,348","Between his leg fracture in 2023 and dislocated kneecap and torn ACL in 2024, Dell did not play at all in 2025. His career is in jeopardy, but if Dell can somehow get back healthy, he could be a sneaky add on deep dynasty rosters.",1
382,MIA,Jaylen Wright,RB,21.03,12,23,53,250,409,686,"Wright was one of the speediest RBs in the 2024 class. According to The Athletic’s Bruce Feldman, Wright hit a Tyreek Hill-like 23.6 MPH in practice. The three-year Volunteer averaged a ridiculous 7.4 yards per carry in 2023, with 19 of his 136 attempts going for 15+ yards (per PFF). He showed out at the Combine with a 4.38 forty time and a 38-inch vertical. Miami provided an ideal landing spot for creative usage, but 2024 turned up light work behind De'Von Achane. The same trend surfaced in '25, while Miami also added rookie RB Ollie Gordon. We'll see how this backfield depth shakes out under a new coaching staff.",1
383,DAL,Jaydon Blue,RB,21.02,10,22.3,68,243,390,701,"Blue was expected to be the next big Texas RB after Sophomore CJ Baxter went down with an injury. However, struggles with his vision early in 2024 led to a pass-catching role for the former four-star recruit. Blue ran a 4.38 at the NFL Combine despite nursing a torn muscle in his groin. His 4.25 Pro Day time may be more accurate to his actual speed. As the first RB drafted by the Cowboys, Blue carried some appeal entering the '25 season. But he barely saw the field and watched as Javonte Williams rebounded in a major way. Dallas then re-signed Williams to a three-year contract, putting a lid on Blue's dynasty value.",1
384,LVR,Michael Mayer,TE,20.05,8,24.8,93,394,638,"1,183","Mayer flashed his talent on a poor Raiders offense when Brock Bowers was injured. There's just not projectable fantasy value here, at least for 2026. Mayer is slated for free agency in 2027.",1
385,RK,Jamarion Miller,RB,N/A,18,22,63,239,388,720,"Miller never had a breakout season for Alabama, topping out at 504 rushing yards in 2025. His lack of production is concerning, but Miller's skill set as a stout RB who moves nimbly in short spaces makes him an attractive depth RB in the NFL. He has soft hands that weren't showcased enough, too.",1
386,RK,Cole Payton,QB,366.09,18,23.2,8,465,788,947,"Payton is a small school prospect with only one year of starting. He led a successful NDSU offense throwing for 2,719 yards with 16 TDs and 4 INTs. He is a big QB who can take hits and keeps his eyes downfield, but Payton will be a developmental prospect.",1
387,GB,Xavier McKinney,DB,N/A,5,27.7,undefined,326,501,766,,1
388,PHI,Nolan Smith,DL,N/A,9,25.3,undefined,261,439,719,,1
389,ATL,Brandon Dorlus,DL,N/A,5,25,undefined,239,384,642,,1
390,ATL,Billy Bowman,DB,N/A,5,23.2,undefined,312,510,922,,1
391,RK,Jake Golday,LB,N/A,18,22.8,undefined,258,426,798,,1
392,NYJ,Isaiah Davis,RB,24.02,9,24.1,74,265,400,526,"Davis' college tape featured a nice combo of power, patience, and vision. The Jets' landing spot just hasn't been a friendly one, especially with Breece Hall returning on the franchise tag. Davis will also be pushed by third-year RB Braelon Allen.",0
393,NYG,Calvin Austin III,WR,71.12,14,27,65,442,679,"1,116","Austin worked as the No. 2 WR behind D.K. Metcalf in 2025. He flashed when Metcalf was out due to suspension. He is unlikely to be a long term answer, but he should stick on the Steelers with a role in 2026 and beyond.",0
394,JAC,LeQuint Allen,RB,23.03,8,21.7,71,245,383,644,"Allen had his background looked into deeply by the NFL after having an assault charge dismissed and expunged from his record. With that aside, he exited college with two straight 1,000-yard rushing seasons and 102 receptions over that period. His multi-faceted skill set makes him a dynasty sleeper, even after a quiet rookie season.",0
395,IND,Anthony Richardson,QB,16.01,11,23.8,0,410,693,"1,300","Richardson lost a camp competition to Daniel Jones in 2025. Then, when Jones suffered an Achilles tear, Richardson wasn't able to play due to a freak eye injury. He isn't a lock to remain on the roster in 2026.",0
396,MIA,Malik Washington,WR,20.09,12,25.4,82,408,655,"1,191","Washington got a shot to play when Tyreek Hill went down with an injury. He went 46-317-3 in 2025, earning the slot role. With a new head coach next year, Washington's role is unknown, but he is worth keeping on the roster to see how the offseason goes.",0
397,UNS,Keenan Allen,WR,25.02,18,33.9,160,408,613,"1,017","Allen returned to the Chargers and had a strong early season. He ended up going 81-777-4 in 2025, but will turn 34 in the offseason. Allen may have one year left in his NFL career, but will likely have to take a back-up role. It is unlikely he sticks as a fantasy starter in 2026, and certainly is nearing retirement.",0
398,LVR,Dont'e Thornton Jr.,WR,23.08,8,23.3,52,397,672,"1,286","Thornton had plenty of preseason hype, but that didn't come to fruition in his rookie year. Thornton went 10-135-0 during the 2025 season despite often playing an outside role early in the season. Perhaps a new coaching staff can maximize Thornton's size and speed.",0
399,PHI,Tank Bigsby,RB,17.06,9,24.6,44,274,412,550,"Bigsby wrapped up a productive career at Auburn with 540-2,903-25 (35 games). He tested as an average athlete at the Combine, however, and his struggles carried over into a mistake-filled first season. Bigsby looked like a different back in 2024, showing the power and burst that made him an attractive prospect. A wrench was thrown into his 2025 plans, as the Jags traded him to Philly over the summer. He’ll remain in a backup/handcuff role.",0
400,NYG,Darnell Mooney,WR,20.11,14,28.4,130,416,631,997,"Mooney took a step back in 2025 going 32-443-1 following up his nearly 1,000 yard season in 2024. Mooney battled injuries throughout the season, but he clearly lost a step in his age-28 season. The Falcons may address the WR position this offseason pushing Mooney further down the depth chart.",-0
401,NE,Dre'mont Jones,DL,N/A,14,29.3,undefined,257,347,484,,0
402,LAR,Byron Young,DL,N/A,8,28.1,undefined,279,400,560,,0
403,LAR,Kamren Kinchens,DB,N/A,8,23.5,undefined,302,493,918,,0
404,BUF,Ed Oliver,DL,N/A,7,28.3,undefined,231,352,510,,0
405,GB,Lukas Van Ness,DL,N/A,5,24.8,undefined,216,363,595,,0
406,CIN,Jordan Battle,DB,N/A,10,25.3,undefined,304,489,844,,-0
407,NYG,Paulson Adebo,DB,N/A,14,26.8,undefined,300,465,767,,-0
408,LVR,Jeremy Chinn,DB,N/A,8,28.1,undefined,308,473,724,,-0
409,PIT,Joey Porter Jr.,DB,N/A,5,25.7,undefined,306,479,806,,-0
410,WAS,Jer'Zhan Newton,DL,N/A,12,23.6,undefined,215,357,631,,-1
411,HOU,Henry To'oto'o,LB,N/A,6,25.3,undefined,258,415,727,,-1
412,DEN,Brandon Jones,DB,N/A,12,28,undefined,306,470,719,,-1
413,CIN,Boye Mafe,DL,N/A,10,27.3,undefined,233,363,519,,-1
414,NYG,Andru Phillips,DB,N/A,14,24.3,undefined,308,490,865,,-1
415,DEN,Patrick Surtain II,DB,N/A,12,26,undefined,304,476,802,,-1
416,CIN,Dexter Lawrence,DL,N/A,10,28.4,undefined,230,351,509,,-1
417,MIA,Zach Sieler,DL,N/A,12,30.6,undefined,236,312,439,,-1
418,BAL,Nnamdi Madubuike,DL,N/A,7,28.4,undefined,225,326,460,,-1
419,CLE,Grant Delpit,DB,N/A,9,27.5,undefined,301,463,708,,-2
420,LAR,Quentin Lake,DB,N/A,8,27.2,undefined,298,461,741,,-2
421,CLE,Mason Graham,DL,N/A,9,22.6,undefined,200,339,628,,-2
422,CIN,Myles Murphy,DL,N/A,10,24.3,undefined,201,338,605,,-2
423,MIA,Chop Robinson,DL,N/A,12,23.3,undefined,196,330,627,,-2
424,DEN,Alex Singleton,LB,N/A,12,32.3,undefined,242,346,481,,-2
425,PIT,T.J. Watt,DL,N/A,5,31.5,undefined,260,338,485,,-2
426,SEA,Julian Love,DB,N/A,8,28.1,undefined,276,437,753,,-3
427,BAL,Marlon Humphrey,DB,N/A,7,29.8,undefined,306,456,647,,-3
428,SF,Malik Mustapha,DB,N/A,14,23.8,undefined,279,459,822,,-3
429,BUF,Chauncey Gardner-Johnson,DB,N/A,7,28.3,undefined,294,452,690,,-3
430,HOU,Tommy Togiai,DL,N/A,6,26.6,undefined,204,315,479,,-3
431,BAL,Trey Hendrickson,DL,N/A,7,31.3,undefined,198,257,369,,-3
432,HOU,Reed Blankenship,DB,N/A,6,27.1,undefined,290,448,721,,-3
433,LVR,Kwity Paye,DL,N/A,8,27.4,undefined,204,317,454,,-4
434,GB,Devonte Wyatt,DL,N/A,5,28,undefined,202,308,447,,-4
435,MIN,Andrew Van Ginkel,DL,N/A,6,30.8,undefined,245,318,457,,-4
436,LAC,Derwin James,DB,N/A,12,29.7,undefined,294,428,612,,-4
437,KC,Chris Jones,DL,N/A,10,31.8,undefined,210,272,403,,-4
438,BAL,Teddye Buchanan,LB,N/A,7,23.5,undefined,231,383,717,,-4
439,NYJ,Minkah Fitzpatrick,DB,N/A,9,29.4,undefined,282,429,636,,-4
440,TB,Calijah Kancey,DL,N/A,9,25.1,undefined,184,295,494,,-4
441,PHI,Moro Ojomo,DL,N/A,9,24.7,undefined,186,306,506,,-4
442,BUF,Christian Benford,DB,N/A,7,25.5,undefined,288,451,758,,-4
443,DEN,Jonah Elliss,DL,N/A,12,23,undefined,176,300,572,,-5
444,SF,Dre Greenlaw,LB,N/A,14,28.8,undefined,222,338,513,,-5
445,LAR,Braden Fiske,DL,N/A,8,26.3,undefined,192,302,483,,-5
446,IND,DeForest Buckner,DL,N/A,11,32.1,undefined,197,255,378,,-5
447,DAL,DaRon Bland,DB,N/A,10,26.8,undefined,275,435,716,,-5
448,NO,Danny Stutsman,LB,N/A,11,23.1,undefined,228,377,705,,-5
449,LAR,Josaiah Stewart,DL,N/A,8,22.9,undefined,176,298,570,,-5
450,NE,Christian Barmore,DL,N/A,14,26.7,undefined,188,290,441,,-5
451,WAS,Dorance Armstrong,DL,N/A,12,28.8,undefined,202,273,380,,-5
452,NE,Milton Williams,DL,N/A,14,27,undefined,190,299,431,,-5
453,NE,Marcus Jones,DB,N/A,14,27.4,undefined,282,447,736,,-5
454,ATL,Zach Harrison,DL,N/A,5,24.7,undefined,173,285,470,,-5
455,NYG,Tyler Nubin,DB,N/A,14,24.8,undefined,278,446,770,,-5
456,DET,Derrick Barnes,LB,N/A,8,26.8,undefined,230,361,594,,-5
457,CHI,Dayo Odeyingbo,DL,N/A,5,26.5,undefined,185,289,413,,-5
458,CAR,Jaycee Horn,DB,N/A,14,26.3,undefined,279,438,736,,-5
459,IND,Ahmad Gardner,DB,N/A,11,24.6,undefined,274,433,749,,-5
460,MIN,Josh Metellus,DB,N/A,6,28.2,undefined,279,428,655,,-5
461,GB,Karl Brooks,DL,N/A,5,25.9,undefined,180,283,453,,-6
462,NE,Harold Landry,DL,N/A,14,29.8,undefined,248,322,466,,-6
463,TB,Zyon McCollum,DB,N/A,9,26.9,undefined,270,418,690,,-6
464,SEA,Derick Hall,DL,N/A,8,25.1,undefined,169,285,466,,-6
465,LAR,Emmanuel Forbes,DB,N/A,8,25.3,undefined,274,426,734,,-6
466,CIN,DJ Turner II,DB,N/A,10,25.4,undefined,272,423,730,,-6
467,HOU,Jalen Pitre,DB,N/A,6,26.8,undefined,270,418,673,,-6
468,DET,D.J. Reed,DB,N/A,8,29.4,undefined,272,420,623,,-6
469,LAC,Tarheeb Still,DB,N/A,12,23.8,undefined,272,433,764,,-6
470,DET,Alim McNeill,DL,N/A,8,25.9,undefined,173,272,434,,-6
471,MIN,Byron Murphy,DB,N/A,6,28.3,undefined,276,434,677,,-6
472,HOU,Logan Hall,DL,N/A,6,25.9,undefined,181,286,456,,-6
473,NYJ,Brandon Stephens,DB,N/A,9,28.3,undefined,272,428,667,,-6
474,TEN,Jermaine Johnson,DL,N/A,10,27.3,undefined,223,346,495,,-6
475,SF,Renardo Green,DB,N/A,14,25.4,undefined,265,413,707,,-6
476,CLE,Alex Wright,DL,N/A,9,25.6,undefined,169,278,424,,-7
477,CIN,Daxton Hill,DB,N/A,10,25.5,undefined,259,412,693,,-7
478,WAS,Daron Payne,DL,N/A,12,28.8,undefined,178,264,367,,-7
479,SF,Upton Stout,DB,N/A,14,24.3,undefined,270,429,758,,-7
480,LVR,Isaiah Pola-Mao,DB,N/A,8,26.8,undefined,272,421,677,,-7
481,PIT,Jack Sawyer,DL,N/A,5,23.9,undefined,160,268,480,,-7
482,BUF,Geno Stone,DB,N/A,7,27,undefined,279,431,694,,-7
483,TEN,Amani Hooker,DB,N/A,10,27.8,undefined,271,417,638,,-7
484,JAC,Antonio Johnson,DB,N/A,8,24.4,undefined,270,444,795,,-7
485,TEN,John Franklin-Myers,DL,N/A,10,29.5,undefined,182,237,343,,-7
486,CHI,Coby Bryant,DB,N/A,5,27,undefined,268,415,667,,-7
487,CIN,Jonathan Allen,DL,N/A,10,31.3,undefined,172,227,320,,-8
488,DEN,Justin Strnad,LB,N/A,12,29.6,undefined,218,327,484,,-8
489,SF,Dee Winters,LB,N/A,14,25.5,undefined,224,360,632,,-8
490,ARI,Budda Baker,DB,N/A,8,30.3,undefined,270,393,562,,-8
491,IND,Camryn Bynum,DB,N/A,11,27.8,undefined,268,413,631,,-8
492,BUF,Bradley Chubb,DL,N/A,7,29.8,undefined,222,289,417,,-8
493,SF,Deommodore Lenoir,DB,N/A,14,26.5,undefined,269,414,700,,-9
494,CLE,Maliek Collins,DL,N/A,9,31,undefined,167,221,310,,-9
495,DEN,Ja'Quan McMillian,DB,N/A,12,25.8,undefined,270,416,703,,-9
496,SF,Mykel Williams,DL,N/A,14,21.8,undefined,140,240,479,,-9
497,CIN,B.J. Hill,DL,N/A,10,30.9,undefined,166,219,308,,-9
498,DAL,Jalen Thompson,DB,N/A,10,27.8,undefined,260,400,611,,-9
499,NO,Pete Werner,LB,N/A,11,27.8,undefined,215,333,531,,-9
500,SF,Sam Okuayinonu,DL,N/A,14,27.9,undefined,163,234,328,,-9
501,LAR,Omar Speights,LB,N/A,8,25.1,undefined,201,324,598,,-9
502,TB,Vita Vea,DL,N/A,9,31.2,undefined,157,207,292,,-9
503,SEA,Leonard Williams,DL,N/A,8,31.8,undefined,128,167,249,,-9
504,WAS,Jartavius Martin,DB,N/A,12,26,undefined,261,408,678,,-10
505,WAS,K'Lavon Chaisson,LB,N/A,12,26.7,undefined,221,343,490,,-10
506,NYJ,Harrison Phillips,DL,N/A,9,30.2,undefined,152,211,295,,-10
507,IND,Grover Stewart,DL,N/A,11,32.4,undefined,152,197,292,,-10
508,TEN,Cor'Dale Flott,DB,N/A,10,24.6,undefined,251,397,694,,-10
509,SF,Ji'ayir Brown,DB,N/A,14,26.2,undefined,247,387,642,,-10
510,PIT,Jamel Dean,DB,N/A,5,29.5,undefined,251,387,574,,-10
511,CIN,Bryan Cook,DB,N/A,10,26.6,undefined,251,388,624,,-10
512,PIT,DeShon Elliott,DB,N/A,5,28.9,undefined,239,363,539,,-11
513,WAS,Javon Kinlaw,DL,N/A,12,28.5,undefined,146,223,322,,-11
514,TEN,Oluwafemi Oladejo,LB,N/A,10,22.5,undefined,119,202,387,,-11
515,ARI,Jordan Burch,DL,N/A,8,24.5,undefined,133,220,390,,-11
516,NO,Justin Reid,DB,N/A,11,29.2,undefined,243,370,548,,-11
517,GB,Javon Bullard,DB,N/A,5,23.6,undefined,244,390,692,,-12
518,RK,Josiah Trotter,LB,N/A,18,21,undefined,179,309,621,,-12
519,LVR,Adam Butler,DL,N/A,8,32,undefined,131,169,251,,-12
520,DAL,Kenny Clark,DL,N/A,10,30.5,undefined,131,181,254,,-12
521,NO,Quincy Riley,DB,N/A,11,24.8,undefined,237,374,655,,-12
522,PHI,Tariq Woolen,DB,N/A,9,26.9,undefined,227,352,581,,-13
523,IND,Charvarius Ward,DB,N/A,11,29.9,undefined,231,343,487,,-13
524,BUF,T.J. Sanders,DL,N/A,7,22.7,undefined,110,186,344,,-13
525,SEA,Uchenna Nwosu,DL,N/A,8,29.3,undefined,203,274,382,,-13
526,LAC,Teair Tart,DL,N/A,12,29.1,undefined,121,179,250,,-13
527,ARI,Max Melton,DB,N/A,8,24,undefined,214,347,606,,-13
528,ARI,BJ Ojulari,LB,N/A,8,24,undefined,109,183,328,,-13
529,IND,Akeem Davis-Gaither,LB,N/A,11,28.5,undefined,176,268,407,,-13
530,MIN,Isaiah Rodgers,DB,N/A,6,28.3,undefined,222,347,544,,-14
531,IND,JT Tuimoloau,DL,N/A,11,22.9,undefined,102,174,331,,-14
532,DET,D.J. Wonnum,DL,N/A,8,28.4,undefined,119,171,239,,-14
533,CHI,Grady Jarrett,DL,N/A,5,32.9,undefined,108,135,204,,-14
534,NE,Craig Woodson,DB,N/A,14,25.1,undefined,225,362,624,,-14
535,JAC,Ruke Orhorhoro,DL,N/A,8,24.5,undefined,103,170,301,,-14
536,SF,Alfred Collins,DL,N/A,14,24.5,undefined,100,165,293,,-14
537,NYG,Jevon Holland,DB,N/A,14,26.1,undefined,224,352,583,,-14
538,RK,Keyshaun Elliott,LB,N/A,18,22.3,undefined,168,284,549,,-15
539,LAR,Poona Ford,DL,N/A,8,30.4,undefined,131,181,254,,-15
540,IND,Kenny Moore,DB,N/A,11,30.6,undefined,236,339,463,,-15
541,JAC,Arik Armstead,DL,N/A,8,32.4,undefined,103,133,198,,-15
542,NYJ,Jarvis Brownlee Jr.,DB,N/A,9,24.8,undefined,224,348,600,,-15
543,ARI,Zaven Collins,DL,N/A,8,26.9,undefined,182,283,405,,-16
544,JAC,Davon Hamilton,DL,N/A,8,29.2,undefined,114,169,235,,-16
545,SEA,DeMarcus Lawrence,DL,N/A,8,33.9,undefined,71,95,168,,-16
546,SEA,Jarran Reed,DL,N/A,8,33.3,undefined,88,110,166,,-16
547,CHI,Tyrique Stevenson,DB,N/A,5,25.8,undefined,221,340,574,,-17
548,WAS,Trey Amos,DB,N/A,12,24.1,undefined,213,339,599,,-17
549,NO,Davon Godchaux,DL,N/A,11,31.4,undefined,88,117,164,,-17
550,GB,Javon Hargrave,DL,N/A,5,33.2,undefined,78,98,148,,-17
551,CHI,Kyler Gordon,DB,N/A,5,26.3,undefined,198,314,533,,-17
552,LAC,Elijah Molden,DB,N/A,12,27.2,undefined,207,320,515,,-17
553,NE,Carlton Davis,DB,N/A,14,29.3,undefined,203,316,472,,-17
554,TB,Alex Anzalone,LB,N/A,9,31.5,undefined,139,198,276,,-18
555,ARI,Baron Browning,DL,N/A,8,27.2,undefined,169,264,377,,-18
556,CLE,Denzel Ward,DB,N/A,9,28.9,undefined,206,318,473,,-18
557,NYG,Greg Newsome,DB,N/A,14,25.9,undefined,199,316,536,,-18
558,BUF,DeWayne Carter,DL,N/A,7,25.3,undefined,58,93,155,,-19
559,CHI,Jaylon Johnson,DB,N/A,5,27,undefined,188,295,480,,-20
560,ATL,A.J. Terrell,DB,N/A,5,27.5,undefined,178,277,432,,-20
561,LVR,Taron Johnson,DB,N/A,8,29.7,undefined,196,292,414,,-20
562,BAL,Jaylinn Hawkins,DB,N/A,7,28.6,undefined,190,289,429,,-20
563,PIT,Jalen Ramsey,DB,N/A,5,31.4,undefined,194,276,383,,-20
