Rank,Team,Player,Fantsy Position,ADP,Bye,Age,1yr. Proj,3yr. Proj,5yr. Proj,10yr. Proj,DS Analysis,3D Value +
491,NYJ,Malachi Moore,DB,N/A,9,24.6,0,338.00,543.00,937.00,"",5.20
492,RK,Noah Whittington,RB,N/A,18,24.3,0,86.00,133.00,225.00,"Whittington transferred from Western Kentucky to Oregon in 2022 and slowly grew his role on the Ducks. He won the starting job in 2026 despite stiff competition, showcasing short area quickness and receiving ability. He is on the older side, starting college back in 2020, but there is some upside for Whittington to make a roster.",5.20
493,RK,Colbie Young,WR,N/A,18,23.7,0,107.00,177.00,328.00,"Young was the deep threat for Georgia this year with 26-358-1. He was second on the team in receiving yards behind Zachariah Branch and was built to take the top off of the defense. That will likely be his NFL role.",5.20
494,RK,Chris Hilton Jr.,WR,N/A,18,23.2,0,106.00,179.00,338.00,"Hilton brings blazing speed at 6'0, 190 pounds. He is a pure upside projection, though, with little college production. His best season -- 2023 -- turned up only 13 catches as a deep threat for LSU. Still, he looked sharp in all four all-star games in the predraft process.",5.20
495,DAL,Jonathan Mingo,WR,501.09,10,24.9,0,111.00,183.00,339.00,"Mingo spent much of 2025 injured and was not able to crack the Cowboys' lineup. He ended the year with one catch and is unlikely to make a fantasy impact in the future.",5.20
496,PIT,Alex Highsmith,DL,N/A,5,28.7,0,328.00,442.00,617.00,"",5.10
497,DET,Kerby Joseph,DB,N/A,8,25.4,0,330.00,531.00,916.00,"",5.10
498,HOU,Azeez Al-Shaair,LB,N/A,6,28.7,0,297.00,452.00,686.00,"",5.10
499,NO,Carl Granderson,DL,N/A,11,29.3,0,304.00,410.00,572.00,"",5.00
500,TB,Benjamin Morrison,DB,N/A,9,22.1,0,334.00,555.00,1038.00,"",5.00
501,RK,Eli Heidenreich,RB,N/A,18,22.3,0,84.00,143.00,279.00,"Heidenreich played the slot back in Navy's option offense, playing in the slot but also taking part in the triple option. That led to going 77-499-3 as a runner and 51-941-6 as a receiver in 2025. He even threw a pass this season. The versatile athlete and playmaker could be a gadget all-around talent who also excels on special teams.",5.00
502,RK,Robert Henry Jr.,RB,N/A,18,24.3,0,79.00,127.00,229.00,"Henry went 151-1045-9 on the ground for UTSA this year. He was dominant to start the year with three straight games of 140+ rushing yards and 2+ TDs. An ankle injury limited Henry late in the year, but he flashed NFL talent. A late round pick as a G5 RB, Henry could outperform his draft position.",4.80
503,TB,Chase McLaughlin,K,148.12,9,30,0,378.00,614.00,1140.00,"",4.70
504,CLE,Raheim Sanders,RB,414.04,9,23.8,0,85.00,135.00,242.00,"Rocket Sanders looked like a future NFL stud after his sophomore season at Arkansas, rushing for 1,443 yards. But he dealt with multiple injuries and settled in for a mediocre year at South Carolina in 2024. Being nearly 230 pounds with insane explosion off the snap, he does boast some enticing traits. There's just not a clear path to him becoming a valuable fantasy asset. ",4.60
505,RK,Zavion Thomas,WR,N/A,18,21.6,0,99.00,167.00,334.00,"Thomas showed promise back in 2023 at Mississippi State before transferring up to LSU. He went 41-488-4, showcasing good deep speed and the ability to beat the press off the snap. ",4.60
506,CAR,Michael Jackson,DB,N/A,14,29.3,0,346.00,534.00,793.00,"",4.50
507,MIN,Eric Wilson,LB,N/A,6,31.5,0,290.00,413.00,576.00,"",4.50
508,BUF,Ty Johnson,RB,183.11,7,28.6,0,84.00,108.00,158.00,"Johnson enjoyed a solid 2024 with a career-high 3 receiving TDs. He remained a part-timer behind James Cook in 2025 and enters '26 with one year left on his contract.",4.50
509,TB,Yaya Diaby,DL,N/A,9,26.8,0,270.00,420.00,600.00,"",4.40
510,RK,Oscar Delp,TE,367.10,18,22.7,0,141.00,240.00,445.00,"Delp is an H-Back who continues in the line of great Georgia TEs. He went 20-261-1 and was used as a lead blocker often throughout the season. That blocking may get him drafted higher than his production indicates, but Delp's soft hands could be enough to become a better pro than college player.",4.40
511,CHI,Austin Booker,DL,N/A,5,23.3,0,252.00,429.00,819.00,"",4.30
512,GB,Keisean Nixon,DB,N/A,5,28.8,0,345.00,532.00,790.00,"",4.30
513,RK,Jaydn Ott,RB,N/A,18,23.3,0,72.00,114.00,203.00,"Ott burst onto the scene as a true freshman at Cal in 2022, going 170-897-8 on the ground and 46-321-3 through the air. He followed that up with 1,315 yards and 12 TDs rushing in 2023. Injuries cut his 2024 short, but Ott transferred to Oklahoma in hopes of hitting it big. He never climbed the depth chart, rushing for only 68 yards. He could be a hidden gem with his early college success, but Ott's recent play leaves a lot of questions.",4.30
514,LAC,Derius Davis,WR,501.02,12,25.6,0,104.00,166.00,302.00,"Davis is a special teamer who gets the occasional touch, but he will be unlikely to make a fantasy impact in 2026 and beyond.",4.30
515,RK,CJ Donaldson,RB,369.12,18,21.8,0,70.00,112.00,202.00,"Donaldson started his college career as a FB, but his between-the-tackles ability grew to a sizable role at West Virginia. He had two straight seasons with 730+ yards and 11 rushing TDs. The transfer to Ohio State didn't help much as he fell behind freshman RB Bo Jackson, but Donaldson could play a FB and short yardage back role in the NFL. ",4.10
516,RK,Jalen Walthall,WR,N/A,18,23,0,94.00,159.00,300.00,"Walthall flashed at Hawaii but really broke out at Incarnate Word. He had a 220-yard receiving game and dominanted against weaker competition. He is a fringe draftable prospect.",4.10
517,DEN,Wil Lutz,K,294.02,12,31.8,0,376.00,602.00,1101.00,"",4.00
518,RK,Desmond Reid,RB,367.03,18,21.7,0,74.00,119.00,213.00,"Reid dealt with ankle issues in 2025 leading to a poor season. But he was one of the top RBs in 2024 going 52-579-4 through the air and 184-966-5 on the ground. He is small, sitting at 5'8 and 175 pounds, but Reid makes up for it with explosiveness and short area quickness. He likely will be a late round pick, but could have PPR upside if he finds a role.",4.00
519,NYJ,Joseph Ossai,DL,N/A,9,26,0,264.00,435.00,663.00,"",3.90
520,ARI,Cody Simon,LB,N/A,8,24,0,284.00,459.00,833.00,"",3.80
521,DEN,Tyler Badie,RB,67.04,12,26.2,0,80.00,125.00,199.00,"Badie never became a factor for the Broncos in 2025, even after the season-ending loss of J.K. Dobbins. Badie now enters his fifth season with only 20 career carries.",3.80
522,HOU,Jawhar Jordan,RB,460.03,6,26.7,0,78.00,123.00,196.00,"Jordan arrived in Round 6 of the '24 draft, but he didn't see action until late in the '25 season. He projects as a reserve going forward.",3.80
523,GB,Evan Williams,DB,N/A,5,24.7,0,331.00,532.00,918.00,"",3.70
524,ATL,James Pearce,DL,N/A,5,22.5,0,230.00,392.00,784.00,"",3.60
525,RK,Donaven McCulley,WR,N/A,18,23.3,0,87.00,147.00,278.00,"McCulley dealt with injuries in 2024 and was pushed out of Indiana. He transferred to Michigan, where he tallied 39-588-3 on a run-first offense. He is a big X WR, but McCulley's stiffness makes him a late-round pick.",3.50
526,NO,Mason Tipton,WR,451.04,11,25.5,0,96.00,154.00,280.00,"Tipton managed 14 catches for 99 yards as a rookie UDFA in 2024, and he got some playing time in 2025. It's unlikely we'll see much from Tipton moving forward, but he could stick on the Saints' roster.",3.50
527,MIN,Jalen Redmond,DL,N/A,6,27.1,0,261.00,404.00,614.00,"",3.40
528,CAR,Jaelan Phillips,DL,N/A,14,26.8,0,283.00,440.00,629.00,"",3.40
529,PHI,Quinyon Mitchell,DB,N/A,9,24.8,0,327.00,507.00,865.00,"",3.30
530,LAR,Tyler Higbee,TE,313.01,8,33.3,0,152.00,220.00,358.00,"Higbee signed a new two-year deal with the Rams in March. A crowded TE depth chart continues to make him an unlikely fantasy factor.",3.20
531,PHI,Jordan Davis,DL,N/A,9,26.3,0,262.00,413.00,660.00,"",3.10
532,RK,Chase Roberts,WR,N/A,18,24.9,0,87.00,139.00,253.00,"Roberts had two straight years at BYU of 770+ receiving yards and 4+ TDs. A big-bodied, long-armed X WR, Roberts wins with physicality but won't excite with athleticism.",3.10
533,RK,Emmanuel Henderson Jr.,WR,N/A,18,23,0,81.00,137.00,259.00,"Henderson was a former five-star RB recruit who went to Alabama and converted to WR. After little playing time for three years, he transferred to Kansas and broke out with 45-766-5. Possessing great speed and explosion, Henderson looks the part, although he is still very raw in terms of routes and technique. ",3.00
534,UNS,Darren Waller,TE,337.05,18,33.6,0,139.00,199.00,324.00,"Waller returned from retirement in 2025 and offered the Dolphins a red zone target. Turning 34 early next season, there's a chance he heads back to retirement.",2.80
535,ARI,Josh Sweat,DL,N/A,8,29,0,281.00,379.00,529.00,"",2.70
536,PHI,Andrew Mukuba,DB,N/A,9,23.3,0,317.00,524.00,979.00,"",2.70
537,RK,Lewis Bond,WR,N/A,18,22.8,0,80.00,136.00,256.00,"Bond has led Boston College in receiving every season since Zay Flowers left for the NFL. He also had 30+ more receptions every season than the player who ranked second on the team. Bond is a bit thin, but he is shifty and has after-the-catch ability. An intriguing late-round sleeper.",2.70
538,CHI,Montez Sweat,DL,N/A,5,29.6,0,273.00,355.00,513.00,"",2.60
539,KC,Drue Tranquill,LB,N/A,10,30.7,0,283.00,414.00,591.00,"",2.60
540,CLE,Deshaun Watson,QB,22.09,9,30.6,0,129.00,177.00,280.00,"Watson sustained an Achilles tear in Week 7 of the 2024 season. There’s a chance he doesn’t start another NFL game, although he remains under contract with the Browns.",2.60
541,RK,Jamal Haynes,RB,N/A,18,23.5,0,49.00,76.00,134.00,"Haynes made the switch from WR to RB after his freshman year at Georgia Tech and immediately made an impact. He ran for 1,059 yards and 7 TDs as a sophomore. He showcased his receiving in his sophomore season with 944 rushing yards and 166 receiving yards along with 12 total TDs. He took a step back in 2025, splitting carries in the RB room and only rushing for 531 yards. But Haynes still worked as the primary receiving back. He should have that role in the NFL.",2.60
542,RK,Chip Trayanum,RB,N/A,18,24.1,0,60.00,93.00,163.00,"Trayanum has encountered a volatile college career. A four-star RB recruit at Arizona State, he flashed elite athleticism at 220 pounds as a freshman. He eventually moved to LB and transferred to Ohio State, where he would pivot back to RB. He went 182-1015-12 on the ground this past year, albeit with underwhelming advanced metrics. Trayanum's age and late breakout likely signal a later-round pick.",2.50
543,RK,Michael Trigg,TE,20.12,18,23.8,0,124.00,200.00,359.00,"Trigg was a highly recruited TE who started at USC. He transferred to Ole Miss and did very little before finally finding a good home at Baylor. His output: 50 catches, 694 yards, and 6 scores. Trigg's athleticism allows him to do damage after the catch at 6'4, 240 pounds. He has receiving upside and could sneak into Day 2.",2.40
544,NO,Bub Means,WR,456.12,11,25.3,0,78.00,125.00,228.00,"Means flashed a bit in 2024, but he didn't get much playing time in 2025. He is unlikely to make a future impact.",2.40
545,BUF,Tyler Bass,K,131.08,7,29.2,0,362.00,588.00,1092.00,"",2.30
546,NO,Ja'Lynn Polk,WR,458.12,11,25,0,69.00,118.00,215.00,"The Pats took Polk in Round 2, then moved on from him after just one season. Even at just 24, he's quickly approaching ""bust"" status.",2.30
547,RK,Romello Brinson,WR,N/A,18,22.8,0,76.00,129.00,244.00,"Brinson started his career at Miami before transferring to SMU. He stuck around and finally broke out in 2025, going 43-638-3. He has good size and athleticism, but the lack of experience leaves Brinson as a Day 3 pick. ",2.30
548,HOU,Danielle Hunter,DL,N/A,6,31.4,0,250.00,350.00,574.00,"",2.20
549,LAR,Trent McDuffie,DB,N/A,8,25.6,0,327.00,497.00,832.00,"",2.20
550,PIT,Will Howard,QB,21.01,5,24.5,0,166.00,280.00,540.00,"Howard was generally a mediocre QB in terms of accuracy and arm strength for most of his college career, but he had an outstanding playoff run, throwing for 1,150 yards and 8 TDs (2 INTs). Howard landed in a decent situation with the Steelers to be a potential starter, depending on the future of Aaron Rodgers. ",2.20
551,ARI,Walter Nolen,DL,N/A,8,22.5,0,234.00,395.00,767.00,"",2.10
552,BUF,Dawson Knox,TE,191.04,7,29.4,0,139.00,217.00,349.00,"Knox overachieved in 2025, given Dalton Kincaid's injury struggles. The result: 36 catches, 417 yards, and 4 TDs, giving him his best fantasy output since 2022. He can be usable when Kincaid is on the sideline, but Knox won't be a consistent fantasy presence. In March, he agreed to a revised contract to remain with the Bills.",2.10
553,GB,Luke Musgrave,TE,30.11,5,25.6,0,137.00,221.00,407.00,"Musgrave hasn't emerged as a legit fantasy threat, even after Tucker Kraft's ACL tear last season. Musgrave will return to compete for a backup role in 2026.",2.00
554,DAL,Rashan Gary,DL,N/A,10,28.3,0,300.00,430.00,602.00,"",1.90
555,NYG,Kayvon Thibodeaux,DL,N/A,14,25.3,0,239.00,402.00,658.00,"",1.90
556,RK,Cyrus Allen,WR,N/A,18,23.2,0,69.00,117.00,220.00,"Allen bounced around in college, from Louisiana Tech to Texas A&M to Cincinnati. He led the Bearcats in receiving this past season, going 51-674-13. A shifty slot WR, Allen can create a mismatch with slow-to-react nickel CBs. We just don't see much of a ceiling here.",1.90
557,WAS,Odafe Oweh,DL,N/A,12,27.3,0,288.00,448.00,640.00,"",1.80
558,RK,Devin Voisin,WR,N/A,18,24.8,0,68.00,110.00,199.00,"Voisin' career has been a rollercoaster, missing nearly two full seasons with a broken collarbone and torn ACL. But 2025 saw a return to form with 67-776-4. Voisin came in under 5'10 and likely will be a reserve slot WR at the next level.",1.80
559,SF,Osa Odighizuwa,DL,N/A,14,27.7,0,261.00,398.00,577.00,"",1.70
560,NYG,Jalin Hyatt,WR,30.03,14,24.5,0,73.00,117.00,214.00,"Hyatt played poorly again in 2025 and is a cut candidate in 2026.",1.70
561,WAS,Marcus Mariota,QB,23.11,12,32.4,0,177.00,263.00,347.00,"In 2025, Mariota supplied spot-start value as a fill-in for Jayden Daniels. The veteran notched three top-10 fantasy finishes, peaking at QB3. He signed a new deal to remain Jayden Daniels' backup in 2026.",1.60
562,JAC,Cam Little,K,456.06,8,22.7,0,331.00,565.00,1194.00,"",1.50
563,SF,Jake Tonges,TE,17.10,14,26.8,0,131.00,203.00,350.00,"Tonges found success when George Kittle was injured, but there's no value here when the veteran is healthy.",1.50
564,RK,Kaelon Black,RB,N/A,18,24.5,0,43.00,67.00,118.00,"Black split the backfield at Indiana in 2025 with Roman Hemby, but did still go 186-1040-10 with 5.5 yards per carry. He followed HC Curt Cignetti from James Madison and earned his way into playing time at IU. Black has good size and a low pad level that allows him to crash through the line with some homerun potential.",1.50
565,GB,Xavier McKinney,DB,N/A,5,27.7,0,326.00,501.00,766.00,"",1.40
566,WAS,Ben Sinnott,TE,22.11,12,23.8,0,132.00,214.00,384.00,"Sinnott got an opportunity when Zach Ertz went down with an injury in 2025, but he wasn't able to do much with the playing time. Sinnott enters the key third year, but there is no indication that he will carry a sizable role. That's especially true after Washington added Chig Okonkwo on a free agent deal.",1.40
567,PHI,Nolan Smith,DL,N/A,9,25.3,0,261.00,439.00,719.00,"",1.30
568,ATL,Brandon Dorlus,DL,N/A,5,25,0,239.00,384.00,642.00,"",1.20
569,TEN,K.J. Osborn,WR,130.05,10,28.8,0,60.00,95.00,145.00,"Osborn signed with the Titans and will likely be a reserve WR for them in 2026.",1.20
570,WAS,Ja'Corey Brooks,WR,412.10,12,24.4,0,67.00,111.00,205.00,"Jayden Daniels supplies a long-term QB, and the WR room looks thin on talent. Brooks is simply a long shot after failing to record a catch as a rookie.",1.10
571,ATL,Billy Bowman,DB,N/A,5,23.2,0,312.00,510.00,922.00,"",0.90
572,RK,Barry Kpeenu,RB,N/A,18,21.7,0,30.00,48.00,87.00,"Kpeenu was a JUCO runner whose athleticism as a track and basketball player translated to the football field. He ran for 1,005 yards and 20 TDs in 2025 for North Dakota State. He excelled in the red zone, finishing runs and crossing the goal line. He is likely a late-round pick.",0.70
573,RK,Jake Golday,LB,N/A,18,22.8,0,258.00,426.00,798.00,"",0.60
574,RK,Kejon Owens,RB,369.05,18,24.2,0,33.00,51.00,90.00,"After four years at FIU, Owens finally got his crack as the starting RB and thrived. He went 213-1334-11 on the ground this year, averaging 6.26 yards per carry. He doesn't offer much in the receiving game, but a thick built and smooth movements makes him an intriguing developmental RB.",0.60
575,SF,Jacob Cowing,WR,459.02,14,25.2,0,52.00,88.00,164.00,"Cowing wasn't able to make an impact in 2025, landing on IR with a hamstring injury.",0.50
576,RK,Kentrel Bullock,RB,N/A,18,24,0,33.00,51.00,90.00,"Bullock had a five-year career with South Alabama, improving his output every season. He ended his final year going 218-1045-14. A power gap runner with good vision and balance, he has the skillset to be an NFL reserve. ",0.50
577,NE,Dre'mont Jones,DL,N/A,14,29.3,0,257.00,347.00,484.00,"",0.20
578,RK,Noah Thomas,WR,367.11,18,22.3,0,49.00,84.00,163.00,"Thomas flashed at Texas A&M in 2024, going for 39-574-8. He transferred to Georgia, but didn't find a starting role. He didn't even play in the SEC Championship game and failed to record a catch in their lone playoff game. Thomas' lack of production in 2025 could make him undraftable.",0.10
579,LAR,Byron Young,DL,N/A,8,28.1,0,279.00,400.00,560.00,"",0.00
580,GB,Brandon McManus,K,359.06,5,34.7,0,373.00,587.00,1039.00,"",0.00
581,BUF,Ed Oliver,DL,N/A,7,28.3,0,231.00,352.00,510.00,"",0.00
582,GB,Lukas Van Ness,DL,N/A,5,24.8,0,216.00,363.00,595.00,"",0.00
583,LAR,Kamren Kinchens,DB,N/A,8,23.5,0,302.00,493.00,918.00,"",0.00
584,DET,Dominic Lovett,WR,407.05,8,23.4,0,48.00,82.00,154.00,"Lovett recorded no catches as a rookie and had one kick return. He profiles as a special teamer if he makes the roster next year.",0.00
585,HOU,Cade Stover,TE,459.09,6,25.8,0,119.00,189.00,328.00,"Stover appeared in only nine games this past season due to a broken foot. He suffered a partially torn MCL and PCL damage in the postseason but avoided surgery. He'll return as a depth piece behind Dalton Schultz.",-0.10
586,PHI,Tanner McKee,QB,31.04,9,25.9,0,114.00,186.00,346.00,"McKee brings enticing physical tools, but he’s stuck behind Jalen Hurts as Philly’s QB2. At 26 next season, there's just an outside shot that McKee ever becomes a starter.",-0.10
587,CIN,Jordan Battle,DB,N/A,10,25.3,0,304.00,489.00,844.00,"",-0.20
588,NYG,Paulson Adebo,DB,N/A,14,26.8,0,300.00,465.00,767.00,"",-0.30
589,LVR,Jeremy Chinn,DB,N/A,8,28.1,0,308.00,473.00,724.00,"",-0.40
590,PIT,Joey Porter Jr.,DB,N/A,5,25.7,0,306.00,479.00,806.00,"",-0.40
591,MIN,Will Reichard,K,456.04,6,25.3,0,339.00,580.00,1154.00,"",-0.50
592,WAS,Jer'Zhan Newton,DL,N/A,12,23.6,0,215.00,357.00,631.00,"",-0.60
593,IND,Riley Leonard,QB,23.12,11,23.6,0,97.00,165.00,327.00,"A developmental QB, Leonard saw some action in 2025 after injuries hit the QB room. He flashed with two rushing TDs and a surprising 270-2 passing line against Houston in Week 18. Still, we're likely looking at a long-term backup here.",-0.60
594,CIN,Boye Mafe,DL,N/A,10,27.3,0,233.00,363.00,519.00,"",-0.70
595,DEN,Brandon Jones,DB,N/A,12,28,0,306.00,470.00,719.00,"",-0.70
596,HOU,Henry To'oto'o,LB,N/A,6,25.3,0,258.00,415.00,727.00,"",-0.70
597,NYG,Andru Phillips,DB,N/A,14,24.3,0,308.00,490.00,865.00,"",-0.80
598,DEN,Patrick Surtain II,DB,N/A,12,26,0,304.00,476.00,802.00,"",-0.80
599,CAR,Tommy Tremble,TE,96.01,14,25.8,0,118.00,187.00,325.00,"Tremble re-signed with the Panthers in 2025, but he posted another quiet season in the fall (27-249-2). There's not much fantasy value to chase here.",-0.80
600,CIN,Dexter Lawrence,DL,N/A,10,28.4,0,230.00,351.00,509.00,"",-0.90
601,BUF,Jackson Hawes,TE,410.09,7,25.3,0,120.00,191.00,332.00,"Hawes is a blocking TE, but the Bills still utilized him at times in the red zone. He doesn't offer much upside as long as Dalton Kincaid is on the roster.",-0.90
602,RK,DJ Rogers,TE,365.09,18,22.4,0,99.00,181.00,353.00,"Rogers showcased his athleticism last year for TCU. At 6'4, 250 pounds, he brings intriguing upside but never put everything together for consistent playing time. He went 34-319-2 in 2025. Rogers will likely be a late-round pick as a developmental receiving TE.",-0.90
603,IND,Anthony Gould,WR,456.10,11,25,0,36.00,60.00,111.00,"Gould is still a special teams player with speed who makes little fantasy impact.",-1.10
604,MIA,Zach Sieler,DL,N/A,12,30.6,0,236.00,312.00,439.00,"",-1.20
605,BAL,Nnamdi Madubuike,DL,N/A,7,28.4,0,225.00,326.00,460.00,"",-1.40
606,RK,Luke Altmyer,QB,368.02,18,23.4,0,73.00,124.00,245.00,"Altmyer found success as a three-year starter for the Illini. He peaked in 2025, throwing for 3,007 yards and 22 TDs. He also ran for over 200 yards and 3 TDs every season. His dual-threat ability could make Altmyer an intriguing fantasy taxi stash.",-1.40
607,CLE,Grant Delpit,DB,N/A,9,27.5,0,301.00,463.00,708.00,"",-1.50
608,LAR,Quentin Lake,DB,N/A,8,27.2,0,298.00,461.00,741.00,"",-1.50
609,RK,Joe Royer,TE,N/A,18,24.1,0,91.00,166.00,324.00,"Royer transferred from Ohio State to Cincinnati. He went 29-416-4 with QB Brendan Sorsby, a potential Round 1 pick in 2027. A soft hands in-line TE at 6'5, 250 pounds, Royer will make his NFL bones as a blocker. He could be the occasional end zone target as well, but don't expect huge fantasy numbers.",-1.60
610,RK,Haynes King,QB,N/A,18,25.3,0,68.00,113.00,213.00,"King played for three years at Texas A&M before transferring to Georgia Tech as their three-year starter. He's dealt with injuries throughout his career, including a fractured leg and ankle in 2021 and a torn labrum in 2024. King is only an average thrower, but his rushing ability is the selling point. King went 185-953-15 on the ground this season. He could be a late-round draft pick with his experience and athleticism.",-1.80
611,CLE,Mason Graham,DL,N/A,9,22.6,0,200.00,339.00,628.00,"",-1.90
612,CIN,Myles Murphy,DL,N/A,10,24.3,0,201.00,338.00,605.00,"",-1.90
613,RK,Diego Pavia,QB,N/A,18,24.2,0,72.00,122.00,121.00,"Pavia became a Heisman finalist after leading Vanderbilt to a top-25 season. He started his playing career at the New Mexico Military Institute, followed by two years at New Mexico State. He ended his career with two years at Vanderbilt, helping to elevate their offense. Pavia's toughness and leadership, combined with his athleticism, could make him an intriguing fantasy option if he moves up draft boards. At only 5'10, though, he's a long shot.",-2.00
614,RK,Sawyer Robertson,QB,N/A,18,23.2,0,60.00,102.00,202.00,"Robertson was a four-star recruit who went to the Air Raid scheme at Mississippi State. After transferring to Baylor, Robertson showed a strong arm and good footwork through his three years. He took a slight step back in 2025, throwing 12 INTs, but Robertson has flashed as a pro passer. He could be a late-round draft pick.",-2.10
615,MIA,Chop Robinson,DL,N/A,12,23.3,0,196.00,330.00,627.00,"",-2.20
616,RK,Cade Klubnik,QB,23.10,18,22.5,0,68.00,115.00,138.00,"Klubnik came into college football as a five-star recruit who became a starter before the end of his first season. He never reached his potential, especially in terms of developing more arm strength. He flashed some athleticism in 2024, going for 119-463-7 on the ground. He could be a late-round draft pick with some upside. ",-2.20
617,PIT,T.J. Watt,DL,N/A,5,31.5,0,260.00,338.00,485.00,"",-2.40
618,DEN,Alex Singleton,LB,N/A,12,32.3,0,242.00,346.00,481.00,"",-2.40
619,RK,Jalon Daniels,QB,N/A,18,23.4,0,47.00,80.00,159.00,"Daniels flashed early in his career at Kansas, but he never crossed into NFL potential territory. He did throw for 2,531 yards with 22 TDs and 7 INTs in 2025. The turnovers and poor decision-making certainly hurt Daniels' pro prospects. His rushing makes him intriguing, though, with two straight 400+ yard rushing seasons.",-2.60
620,KC,Jake Briningstool,TE,402.03,10,23.3,0,102.00,173.00,322.00,"Briningstool arrived as a 2025 UDFA, but a hamstring injury erased his rookie season. He'll return to compete for a depth role in 2026.",-2.90
621,SEA,Julian Love,DB,N/A,8,28.1,0,276.00,437.00,753.00,"",-3.00
622,BAL,Marlon Humphrey,DB,N/A,7,29.8,0,306.00,456.00,647.00,"",-3.00
623,RK,Marlin Klein,TE,368.08,18,23.6,0,89.00,144.00,258.00,"Klein replaced Colston Loveland at Michigan but dealt with nagging injuries over the course of the season. He is another elite athlete who showcases good blocking and soft hands. Klein isn't on the production level of Loveland, but he could be a sleeper TE in this class.",-3.00
624,SF,Malik Mustapha,DB,N/A,14,23.8,0,279.00,459.00,822.00,"",-3.10
625,BUF,Chauncey Gardner-Johnson,DB,N/A,7,28.3,0,294.00,452.00,690.00,"",-3.10
626,HOU,Tommy Togiai,DL,N/A,6,26.6,0,204.00,315.00,479.00,"",-3.30
627,BAL,Trey Hendrickson,DL,N/A,7,31.3,0,198.00,257.00,369.00,"",-3.30
628,HOU,Reed Blankenship,DB,N/A,6,27.1,0,290.00,448.00,721.00,"",-3.40
629,LAR,Davis Allen,TE,502.06,8,25.2,0,98.00,155.00,269.00,"Allen posted a career-best 24-208-3 line in 2025. But with Terrance Ferguson on the ascent, Allen is unlikely to become a fantasy factor in L.A.",-3.50
630,LVR,Kwity Paye,DL,N/A,8,27.4,0,204.00,317.00,454.00,"",-3.60
631,GB,Devonte Wyatt,DL,N/A,5,28,0,202.00,308.00,447.00,"",-3.60
632,RK,Behren Morton,QB,369.03,18,24.3,0,27.00,45.00,85.00,"Morton spent five years in college at Texas Tech. He helped carry the offense to a playoff berth, but Morton is a bit of a one-trick pony. He has a strong arm and not much else. The lack of rushing upside makes Morton a long shot to make a fantasy impact.",-3.60
633,MIN,Andrew Van Ginkel,DL,N/A,6,30.8,0,245.00,318.00,457.00,"",-3.70
634,LAC,Derwin James,DB,N/A,12,29.7,0,294.00,428.00,612.00,"",-3.70
635,KC,Chris Jones,DL,N/A,10,31.8,0,210.00,272.00,403.00,"",-3.70
636,ARI,Tip Reiman,TE,457.04,8,24.6,0,98.00,159.00,286.00,"Reiman dealt with injuries for most of last season and is stuck behind Trey McBride. Reiman has two years left on his rookie deal.",-3.90
637,RK,Will Pauling,WR,N/A,18,23.1,0,3.00,6.00,11.00,"Pauling failed to get a Combine invite, but his speed and athleticism could make him an intriguing UDFA.",-3.90
638,NYJ,Minkah Fitzpatrick,DB,N/A,9,29.4,0,282.00,429.00,636.00,"",-4.00
639,BAL,Teddye Buchanan,LB,N/A,7,23.5,0,231.00,383.00,717.00,"",-4.00
640,DAL,Luke Schoonmaker,TE,498.08,10,27.5,0,95.00,147.00,253.00,"Schoonmaker sits behind Jake Ferguson on the depth chart and doesn't have a path to playing time for the foreseeable future.",-4.00
641,TB,Calijah Kancey,DL,N/A,9,25.1,0,184.00,295.00,494.00,"",-4.20
642,PHI,Moro Ojomo,DL,N/A,9,24.7,0,186.00,306.00,506.00,"",-4.30
643,BUF,Christian Benford,DB,N/A,7,25.5,0,288.00,451.00,758.00,"",-4.30
644,RK,Joe Fagnano,QB,366.01,18,25,0,9.00,15.00,28.00,"Fagnano started his college career at Maine before transferring to UConn. He has good size at 6'4, 225 pounds and can scramble when given the chance. Fagnano improved every season but likely sits as an NFL backup at best",-4.30
645,DEN,Jonah Elliss,DL,N/A,12,23,0,176.00,300.00,572.00,"",-4.50
646,DET,Tyler Conklin,TE,233.01,8,30.7,0,98.00,147.00,213.00,"Conklin saw some work as a starter in 2025, but he was surpassed by Oronde Gadsden by midseason. The veteran doesn't offer much upside after signing in Detroit.",-4.50
647,LAR,Braden Fiske,DL,N/A,8,26.3,0,192.00,302.00,483.00,"",-4.60
648,IND,DeForest Buckner,DL,N/A,11,32.1,0,197.00,255.00,378.00,"",-4.60
649,DAL,DaRon Bland,DB,N/A,10,26.8,0,275.00,435.00,716.00,"",-4.60
650,SF,Dre Greenlaw,LB,N/A,14,28.8,0,222.00,338.00,513.00,"",-4.60
651,LAR,Josaiah Stewart,DL,N/A,8,22.9,0,176.00,298.00,570.00,"",-4.70
652,NE,Christian Barmore,DL,N/A,14,26.7,0,188.00,290.00,441.00,"",-4.70
653,NO,Danny Stutsman,LB,N/A,11,23.1,0,228.00,377.00,705.00,"",-4.70
654,RK,Nate Boerkircher,TE,368.12,18,24.6,0,83.00,134.00,241.00,"Boerkircher is one of the best blocking TEs in the draft, but he boasts an excellent catch radius and range in the red zone. After spending four years as a back-up at Nebraska, he became the top TE for Texas A&M in 2025. Despite only having 19 catches, he did score 3 TDs. He will likely be a No. 2 TE on a team that specializes as a blocker.",-4.80
